title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Rigi Tell Weg'],['medium'],['Hiking'],8.49km,03:00h,49hm,"448 - 1,484m",rating-2,rating-3,324723
['Schwyzer Höhenweg 1. Etappe Küssnacht – Rigi'],['difficult'],['Hiking'],8.26km,03:45h,"1,167hm","432 - 1,597m",rating-3,rating-5,70869
['Rheinfelder Wellnesstour'],['difficult'],['Cycling'],59.7km,03:30h,413hm,268 - 533m,rating-2,rating-5,120823
['Bergwanderung von Unterschächen zum Wäspen-Seeli'],['medium'],['Hiking'],12.02km,04:56h,"1,111hm","1,059 - 2,143m",rating-4,rating-4,59482
"['Rundweg Seebodenalp Küssnacht am Rigi, Schweiz']",['medium'],['Hiking'],9.84km,03:12h,612hm,"1,014 - 1,599m",rating-3,rating-4,253286
['Hotel Klausenpasshöhe - Balmergrätli - Ruosalper Chulm - Balm'],['medium'],['Hiking'],8.13km,02:55h,490hm,"1,763 - 2,254m",rating-3,rating-2,85179
['Lengnauer Sagen- und Geschichtenweg'],['easy'],['Thematic route'],11.85km,03:10h,186hm,410 - 596m,rating-2,rating-2,117043
['WanderWunder Schwyz: Goldauer Bergsturzspur'],['medium'],['Hiking'],8.62km,03:16h,622hm,"504 - 1,048m",rating-3,rating-4,541493
"['Napf, 1406 m von Romoos']",['medium'],['Hiking'],20.48km,06:15h,962hm,"792 - 1,405m",rating-4,rating-4,110808
['Gigenstafel'],['medium'],['Hiking'],6.58km,02:30h,462hm,"1,437 - 1,899m",rating-2,rating-3,260836
['Spirstock'],['medium'],['Hiking'],13.85km,04:30h,917hm,"850 - 1,766m",rating-2,rating-4,504694
['Schneeschuhtrail Heiligkreuz - Kleine First - First'],['easy'],['Snowshoe'],2.37km,01:10h,301hm,"1,130 - 1,432m",rating-,rating-2,262257
['Klingnauer Stausee'],['easy'],['Cycling'],24.6km,01:40h,82hm,313 - 394m,rating-2,rating-2,117069
['Rundweg St. Meinrad – Etzelkulm'],['medium'],['Hiking'],2.87km,01:01h,148hm,"949 - 1,098m",rating-,rating-3,491842
['Arnisee - Hinterarni & Arnisee - Vorderarni'],['medium'],['Snowshoe'],6.73km,02:45h,249hm,"1,289 - 1,409m",rating-,rating-3,248565
['Schlittelweg Rigi Burggeist-Gschwänd'],['medium'],['Sledge'],3.84km,00:30h,-,"1,011 - 1,549m",rating-,rating-3,563648
['Herzschlaufe Napf (SchweizMobil Route 399)'],['medium'],['Cycling'],150.51km,12:50h,"3,583hm","554 - 1,210m",rating-2,rating-4,178093
['Urner Alpen'],[],['High tour'],106.32km,36:21h,"6,249hm","771 - 3,498m",rating-,rating-0,135599
['Rigi - Weg der Naturschätze'],['medium'],['Thematic route'],5.74km,02:30h,94hm,"1,063 - 1,487m",rating-3,rating-3,93278
['Zwergenweg auf dem Sonnenberg'],['easy'],['Thematic route'],2.64km,00:53h,121hm,695 - 785m,rating-,rating-1,211619
['Bike-Tour 405 Erstfeldertal-BIke'],['medium'],['Mountainbike'],14.57km,02:46h,663hm,"463 - 1,088m",rating-3,rating-3,98898
['Grosser Melchaa-Weg Sarnen - Stöckalp'],['medium'],['Hiking'],14.45km,04:29h,729hm,"473 - 1,073m",rating-1,rating-4,552497
['Holzskulpturenweg Unteriberg'],['easy'],['Thematic route'],5.8km,01:53h,265hm,"921 - 1,186m",rating-2,rating-2,187868
['Lopper Trail'],['medium'],['Mountainbike'],12.5km,02:34h,637hm,429 - 900m,rating-3,rating-3,69928
"[""Schiberg (2'044 m.ü.M)""]",['medium'],['Ski tour'],12.53km,03:45h,"1,110hm","898 - 2,038m",rating-3,rating-1,171513
['BUIRÄBÄHNLI SAFARI'],['difficult'],['Thematic route'],46.09km,17:27h,"3,737hm","511 - 1,952m",rating-4,rating-5,157624
['Flüeli - Sachseln'],['easy'],['Snowshoe'],6.65km,02:44h,259hm,471 - 982m,rating-2,rating-2,451315
['Waldstätterweg Etappe 6: Bürgenstock - Beckenried'],['medium'],['Hiking'],13.66km,04:00h,477hm,"433 - 1,038m",rating-2,rating-4,129177
['Schneeschuh Tour von  Luthern Bad auf den Napf'],['difficult'],['Snowshoe'],8.89km,04:30h,566hm,"873 - 1,404m",rating-,rating-5,161140
['Karin Thürig Rundfahrt'],['easy'],['Cycling'],11.57km,01:30h,232hm,469 - 638m,rating-2,rating-2,130928
['Hochdorf - Baldeggersee - Hitzkirch'],[],['Hiking'],10.3km,02:39h,70hm,464 - 531m,rating-,rating-0,205025
['Treschhütte SAC'],['medium'],['Hiking'],9.72km,03:45h,768hm,"711 - 1,475m",rating-3,rating-3,260849
['Panoramawanderung über dem Urnersee von Bauen nach Emmetten'],['medium'],['Hiking'],12.54km,04:27h,803hm,"437 - 1,086m",rating-1,rating-3,75906
['Freiämterweg: Variante Lindenberg'],['difficult'],['Hiking'],20.84km,05:15h,548hm,491 - 843m,rating-2,rating-5,120933
['Gerschnialp/Trauboden Engelberg'],['easy'],['Mountainbike'],6.05km,01:01h,314hm,"997 - 1,309m",rating-2,rating-2,177097
['Panoramaweg March'],['medium'],['Hiking'],21.46km,06:45h,677hm,645 - 773m,rating-2,rating-4,71612
['Rigi Lehnenweg'],['difficult'],['Hiking'],22.33km,07:30h,"1,022hm",416 - 782m,rating-3,rating-5,72169
['Habsburger Weg 6. Etappe: Bremgarten - Muri'],['medium'],['Hiking'],14.69km,03:41h,102hm,370 - 472m,rating-1,rating-3,120903
['Alpenkranz 39. Etappe: Kröntenhütte - Schlossberglücke - Spannorthütte'],['difficult'],['long-distance walking trail'],8km,05:40h,966hm,"1,891 - 2,824m",rating-5,rating-4,245409
['Industriekulturpfad Limmat-Wasserschloss'],['easy'],['Hiking'],10.49km,02:38h,24hm,328 - 362m,rating-,rating-2,476516
['Nordic - Walking Andermatt'],['medium'],['Nordic Walking'],10.64km,02:50h,505hm,"1,436 - 1,885m",rating-2,rating-3,262273
['Bergbeizli-Weg mit Chäs(S)pass'],['easy'],['Thematic route'],4.34km,01:22h,139hm,"1,284 - 1,391m",rating-2,rating-1,158658
['Herzschlaufe Napf Etappe Entlebuch - Willisau #399'],['medium'],['Cycling'],53.44km,04:45h,"1,316hm","555 - 1,104m",rating-1,rating-4,1013210
['Erlebnisweg Gersau'],['medium'],['Thematic route'],4.97km,01:55h,282hm,434 - 685m,rating-2,rating-3,72170
['Rigi Tell Weg'],['medium'],['Hiking'],8.49km,03:00h,49hm,"448 - 1,484m",rating-2,rating-3,324723
['Grotzli Trail Fürenalp'],['easy'],['Snowshoe'],3.55km,01:55h,155hm,"1,787 - 1,853m",rating-,rating-2,288087
['Winterwanderung zur Talstation Luftseilbahn Brienzer Rothorn'],['easy'],['Winter hiking'],3.19km,00:56h,89hm,"1,154 - 1,243m",rating-1,rating-1,262286
['von Albert-Heim-Hütte via Nepali Highway und Sidelenhütte nach Furkapass'],['difficult'],['long-distance walking trail'],8.4km,03:15h,435hm,"2,429 - 2,708m",rating-3,rating-3,619006
['WanderWunder Schwyz: Moorweg Rothenthurm'],['medium'],['Hiking'],11.13km,02:55h,78hm,830 - 930m,rating-2,rating-3,541511
['Erlebnis Wasserschloss: Brückenwanderung kurz'],['easy'],['Hiking'],7.47km,01:51h,33hm,329 - 362m,rating-1,rating-2,120887
['Erlebnis-Route: Sempach-Ruswil-Sempach'],['medium'],['Cycling'],42.48km,03:23h,811hm,503 - 817m,rating-2,rating-3,176930
['Freiämterweg: Muri - Bremgarten'],['medium'],['Hiking'],19.01km,05:00h,167hm,372 - 475m,rating-2,rating-4,120936
['Bus and cable car to Bruesti and walk to Engelberg'],['difficult'],['Hiking'],21.97km,07:00h,836hm,"997 - 2,294m",rating-,rating-5,219444
['Rundwanderung um den Sarnersee'],['medium'],['Hiking'],20.65km,05:32h,289hm,469 - 755m,rating-2,rating-3,434148
['Zell - Luthern'],['medium'],['Hiking'],12.41km,03:45h,384hm,588 - 911m,rating-,rating-3,628710
['WanderWunder Schwyz: Rundwanderung Etzel'],['easy'],['Hiking'],2.81km,00:59h,144hm,"953 - 1,097m",rating-2,rating-2,541491
['5-Tagestour Gotthard Tunnel Trail'],['difficult'],['long-distance walking trail'],101.85km,36:00h,"5,684hm","294 - 2,450m",rating-3,rating-5,81220
['Marbachegg - Kemmeriboden'],['easy'],['Hiking'],8.14km,02:30h,227hm,"972 - 1,475m",rating-2,rating-2,132224
['Bergbeizli-Weg mit Chäs(S)pass'],['easy'],['Thematic route'],4.34km,01:22h,139hm,"1,284 - 1,391m",rating-2,rating-1,158658
['Tell-Trail Etappe 5: Stans-Engelberg'],['difficult'],['Hiking'],25.12km,09:55h,"1,501hm","995 - 2,159m",rating-6,rating-6,972237
['Zell - Willisau'],['medium'],['Hiking'],13.02km,03:30h,373hm,562 - 809m,rating-2,rating-3,586709
['Spaziergang um den Rotsee'],['easy'],['Hiking'],7.11km,01:51h,4hm,420 - 461m,rating-1,rating-1,279469
"['Chriesiwäg - Von Obstgärten, Chriesi und Kirsch']",['easy'],['Thematic route'],6.04km,01:45h,133hm,354 - 492m,rating-,rating-2,120930
['von Albert-Heim-Hütte via Nepali Highway und Sidelenhütte nach Furkapass'],['difficult'],['long-distance walking trail'],8.4km,03:15h,435hm,"2,429 - 2,708m",rating-3,rating-3,619006
['Von Luzern über Rio de Janeiro nach Meggen'],['easy'],['Hiking'],11.95km,03:21h,242hm,434 - 543m,rating-1,rating-2,211591
['Gottardo Bike - Full itinerary (3 stages)'],['difficult'],['Mountainbike'],116km,14:26h,"3,443hm","291 - 2,376m",rating-,rating-6,455699
['Schneeschuhtour Turren - Schönbüel'],['difficult'],['Snowshoe'],7.96km,03:35h,544hm,"1,512 - 2,012m",rating-2,rating-5,1041447
['Wanderung auf den Giswilerstock'],['easy'],['Hiking'],4.33km,01:40h,267hm,"1,552 - 1,818m",rating-2,rating-1,1002829
['Stoos Nordic Walking gelb 1'],['medium'],['Nordic Walking'],10.2km,02:33h,368hm,"1,269 - 1,550m",rating-4,rating-3,265551
['BUIRÄBÄHNLI SAFARI Etappe 2'],['difficult'],['Thematic route'],13km,05:45h,"1,395hm","886 - 2,182m",rating-2,rating-6,132286
"['Cable car to Rigi Kaltbad, walk the Panorama Trail, boat to Beckenried']",['easy'],['Hiking'],12.44km,04:30h,166hm,"435 - 1,589m",rating-2,rating-2,159636
"['190903 Rigi Scheidegg Rigi Kaltbad  6,5 km  + 164 m  -373 m']",['medium'],['Hiking'],12.9km,-,261hm,"1,427 - 1,637m",rating-2,rating-2,887922
['Via Gottardo: Erstfeld - Göschenen'],['difficult'],['Hiking'],22.76km,07:30h,950hm,"470 - 1,112m",rating-2,rating-5,72858
['Energiegeladen durch Entlebuch'],['medium'],['Cycling'],36.7km,02:53h,855hm,"519 - 1,021m",rating-3,rating-3,177012
['Waldstätterweg Gersau - Vitznau'],['easy'],['Hiking'],7.04km,02:16h,259hm,435 - 657m,rating-1,rating-2,613175
['Im Wanderschuh zum Älplerrendez-vous - Etappe 2'],['medium'],['Hiking'],8.26km,02:36h,224hm,"885 - 1,451m",rating-,rating-4,208234
['Etappe: Illgau - Muotathal | Schwyzer Tal- & Gipfeltour'],['medium'],['Hiking'],5.85km,01:46h,145hm,598 - 881m,rating-3,rating-4,82233
['Maighelspass'],['difficult'],['Mountainbike'],39.62km,05:26h,"1,527hm","1,436 - 2,422m",rating-5,rating-5,159606
['Chatzäbalmäli-Trail'],['medium'],['Mountainbike'],8.56km,01:00h,298hm,"997 - 1,260m",rating-3,rating-2,761087
['Winterwanderung zur Talstation Luftseilbahn Brienzer Rothorn'],['easy'],['Winter hiking'],3.19km,00:56h,89hm,"1,154 - 1,243m",rating-1,rating-1,262286
['Spirstock'],['medium'],['Hiking'],13.85km,04:30h,917hm,"850 - 1,766m",rating-2,rating-4,504694
['Luzerner Kapellenweg'],['medium'],['Thematic route'],21.71km,05:39h,180hm,517 - 744m,rating-,rating-4,341383
['Küssnacht SZ – Seebodenalp – Küssnacht SZ'],['medium'],['Mountainbike'],30.7km,03:45h,788hm,"415 - 1,082m",rating-2,rating-3,1002854
['Trübsee (Obertrübsee-Hüethütte-Trübsee Station)'],['easy'],['Winter hiking'],3.06km,01:00h,15hm,"1,761 - 1,796m",rating-2,rating-2,348148
['Holzskulpturenweg Unteriberg'],['easy'],['Thematic route'],5.8km,01:53h,265hm,"921 - 1,186m",rating-2,rating-2,187868
['WanderWunder Schwyz: Rigi Burggeist'],['medium'],['Hiking'],9.78km,04:00h,668hm,"974 - 1,642m",rating-3,rating-3,368232
['Schneeschuhtrail 880: Göschenen'],['medium'],['Snowshoe'],2.72km,01:02h,91hm,"1,100 - 1,194m",rating-2,rating-3,165230
['Gitschital Bike - 404 SchweizMobil'],['medium'],['Mountainbike'],20.74km,03:00h,860hm,"434 - 1,301m",rating-3,rating-3,129990
['Bike-Tour 404: Gitschital-Bike'],['medium'],['Mountainbike'],24.16km,04:14h,916hm,"434 - 1,301m",rating-2,rating-4,98901
['Hoch-Ybrig Bike - SchweizMobil Route 967'],['difficult'],['Mountainbike'],54.44km,04:30h,"1,572hm","881 - 1,764m",rating-6,rating-5,231130
['Wildspitz'],['difficult'],['Mountainbike'],20.79km,04:10h,"1,127hm","506 - 1,560m",rating-4,rating-4,65379
['Muotathal - Rundroute Guggeli'],['easy'],['Snowshoe'],2.95km,01:30h,162hm,610 - 772m,rating-1,rating-2,95922
['Familienwanderung Albert-Heim-Hütte'],['medium'],['Thematic route'],7.29km,02:44h,480hm,"2,101 - 2,584m",rating-3,rating-4,190959
['Wasserschloss Wanderung'],['easy'],['Hiking'],10.15km,02:29h,34hm,328 - 362m,rating-1,rating-2,120813
['Drei-Seen-Tour (Luzern-Brunnen-Sattel-Ägeri-Zug-Luzern)'],['medium'],['Racing'],106.18km,06:01h,930hm,412 - 818m,rating-,rating-4,693236
['Bus and cable car to Bruesti and walk to Engelberg'],['difficult'],['Hiking'],21.97km,07:00h,836hm,"997 - 2,294m",rating-,rating-5,219444
"['Genussroute Sempachersee - ""Gourmet""']",[],['Cycling'],46.36km,03:25h,289hm,495 - 724m,rating-,rating-0,317727
['Biketour Furka Höhenweg (Urschner Höhenweg)'],[],['Mountainbike'],33.01km,05:00h,"1,093hm","1,430 - 2,309m",rating-,rating-0,450301
['Luzerner Kapellenweg'],['medium'],['Thematic route'],21.71km,05:39h,180hm,517 - 744m,rating-,rating-4,341383
['Rundweg Dreiwässern'],['easy'],['Hiking'],5.53km,01:29h,91hm,751 - 840m,rating-,rating-2,491817
['Rundweg Wollerau-Becki-Erlenmoos'],['medium'],['Hiking'],5.59km,01:38h,177hm,499 - 642m,rating-,rating-3,505555
['Klettersteige Brunnistöckli und Rigidalstock'],['difficult'],['Via ferrata'],6km,05:00h,960hm,"1,600 - 2,593m",rating-4,rating-4,616552
['Über die Klostermatte bis Horbis'],['easy'],['Winter hiking'],3.12km,00:56h,130hm,"1,000 - 1,130m",rating-,rating-2,447808
['Schüpfheimer Panoramatour'],['medium'],['Mountainbike'],26.69km,02:30h,921hm,"686 - 1,151m",rating-3,rating-3,132222
['Von Risch nach Immensee durch die Hohle Gasse'],['easy'],['Hiking'],10.68km,02:37h,209hm,417 - 497m,rating-4,rating-2,177637
['Obwaldner Höhenweg: Etappe 3'],['medium'],['Hiking'],7.34km,02:27h,34hm,"1,001 - 2,040m",rating-3,rating-4,257150
['Langis - Rickhubel'],['medium'],['Snowshoe'],8.36km,03:35h,500hm,"1,443 - 1,943m",rating-3,rating-3,257133
['Rigi - Weg der Naturschätze'],['medium'],['Thematic route'],5.74km,02:30h,94hm,"1,063 - 1,487m",rating-3,rating-3,93278
['Giswil-Grossteil Runde'],[],['Running'],10.27km,01:34h,109hm,470 - 579m,rating-,rating-0,560191
['Iron Bike-Tour'],['difficult'],['Mountainbike'],99.78km,14:33h,"3,437hm","827 - 1,763m",rating-6,rating-6,176910
['Die Höllgrotten im Lorzetobel'],['easy'],['Hiking'],13.48km,03:40h,212hm,439 - 668m,rating-2,rating-2,183256
['Andermatt - Nätschen'],['easy'],['Winter hiking'],5.83km,01:48h,413hm,"1,436 - 1,848m",rating-,rating-2,248567
"['Auenpark, Biobad und Schloss Wildegg']",['easy'],['Hiking'],12.29km,03:05h,82hm,350 - 427m,rating-,rating-2,476514
['Rundweg vom Ratzi über das Geissgrätli zum Kinzigpass'],['medium'],['Hiking'],8.93km,03:30h,646hm,"1,517 - 2,125m",rating-3,rating-3,59842
['Hirsegg - Schrattenfluh - Rossweid - Sörenberg'],['difficult'],['Hiking'],17.96km,06:40h,"1,195hm","1,070 - 2,058m",rating-4,rating-5,163881
['Salhöhe nach Gipf-Oberfrick'],['medium'],['Hiking'],16.92km,05:05h,468hm,354 - 849m,rating-3,rating-4,311541
['Von Luzern über Rio de Janeiro nach Meggen'],['easy'],['Hiking'],11.95km,03:21h,242hm,434 - 543m,rating-1,rating-2,211591
['Andermatt - Hospental - Realp'],['medium'],['Winter hiking'],9.38km,02:27h,111hm,"1,430 - 1,539m",rating-,rating-3,248570
